language,x1,x2
ulch1241,w,a
nana1257,w,a
nana1257,w,a
orok1265,w,a
oroc1248,w,a
udih1248,w,a
oroq1238,w,a
negi1245,w,a
kile1243,w,a
even1260,m,a
manc1252,w,a
xibe1242,v,o
