language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
oroq1238,-,-,-,-,o,-,-,-,r,-,o,-,l,-
negi1245,-,-,t,-,o,-,-,m,k,-,o,-,-,-
hiss1234,-,-,t,-,o,-,-,m,k,-,o,-,-,-
solo1263,-,-,t,-,o,-,-,N,-,-,o,-,n,-
kuro1242,X,o,t,-,-,-,-,-,S,-,e,-,-,-
nana1257,-,-,t,-,o,-,-,m,f,-,o,-,-,-
nana1257,-,-,t,w,o,-,-,m,p,w,o,-,-,-
ulch1241,-,-,t,-,o,-,-,N,p,-,o,-,-,-
orok1265,-,-,-,-,-,-,-,m,-,-,u,r,r,i
orok1265,-,-,t,-,o,-,-,k,p,-,o,-,-,-
oroc1248,-,-,t,-,o,-,-,m,p,-,o,-,-,-
udih1248,-,-,t,h,o,-,-,m,p,-,o,-,-,-
kile1243,-,-,y,-,u,-,-,p,k,-,u,-,-,-
even1260,-,-,t,-,o,o,X,m,q,-,a,a,X,-
manc1252,-,-,f,-,o,-,-,-,r,-,o,-,-,-
xibe1242,-,-,f,-,o,-,-,t,h,-,3,-,-,-
