language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
oroq1238,g,-,o,-,-,r,-,-,o,-,-
hail1248,g,-,o,-,-,r,-,-,o,-,-
negi1245,g,-,o,-,-,y,-,-,o,-,-
hiss1234,g,-,o,-,-,r,o,l,o,-,-
hiss1234,g,-,o,-,-,r,-,-,o,-,-
hiss1234,g,-,o,-,-,r,o,l,o,-,-
ilim1234,g,-,o,-,-,r,o,l,o,-,-
solo1263,g,-,o,-,-,r,-,-,o,-,-
kuro1242,G,-,o,-,-,r,-,-,o,-,-
nana1257,G,-,o,-,-,r,-,-,o,-,-
nana1257,G,w,o,-,-,r,-,w,o,-,-
ulch1241,g,-,o,-,-,r,-,-,o,-,-
orok1265,G,-,o,-,-,r,-,-,o,-,-
oroc1248,g,-,-,-,-,-,-,-,o,-,-
udih1248,g,-,-,-,-,-,-,-,o,-,-
kile1243,k,-,o,-,-,r,-,-,o,-,-
even1260,t,-,e,-,-,x,-,-,e,-,-
even1260,g,-,o,o,X,r,-,-,u,u,X
even1260,g,-,o,o,X,r,-,-,-,-,-
manc1252,G,-,o,-,-,r,-,-,o,-,-
jurc1239,g,-,o,-,-,r,-,-,o,-,-
xibe1242,G,-,o,-,-,r,-,-,o,-,-
