language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
oroq1238,-,-,3,g,d,3,-,N,-,3,-,-
hail1248,h,-,3,g,d,3,-,x,-,3,-,-
negi1245,-,-,3,g,d,3,N,x,-,3,-,-
negi1245,-,-,3,g,d,i,N,x,-,3,-,-
negi1245,-,-,3,g,d,i,N,x,-,3,-,-
hiss1234,h,3,3,g,d,-,-,-,-,3,-,-
hiss1234,h,-,3,x,d,-,-,-,-,3,-,-
hiss1234,h,-,3,g,d,-,-,-,-,3,-,-
hiss1234,k,-,3,-,t,-,-,-,-,3,-,-
ilim1234,h,-,3,g,d,-,-,-,-,3,-,-
ilim1234,k,-,3,-,t,-,-,-,-,e,-,-
nort3334,h,-,3,g,d,-,-,-,-,3,-,-
solo1263,b,-,o,-,N,-,-,g,-,o,N,-
solo1263,-,-,3,-,d,-,-,-,-,3,x,u
kuro1242,k,-,3,-,t,3,-,-,-,-,-,-
nana1257,-,-,-,-,d,a,-,-,-,e,-,-
nana1257,-,-,-,-,d,a,-,-,-,i,-,-
ulch1241,-,-,-,-,d,a,-,-,-,e,-,-
orok1265,k,-,a,-,d,a,-,r,-,a,-,-
orok1265,-,-,-,-,d,a,-,y,-,i,-,-
oroc1248,-,-,-,-,s,a,-,g,d,i,-,-
udih1248,-,-,-,-,s,a,-,g,d,i,-,-
kile1243,s,-,a,k,d,-,-,-,-,i,-,-
even1260,-,-,e,g,d,Z,-,-,-,e,n,-
manc1252,-,-,a,-,m,-,-,b,-,a,-,-
jurc1239,-,-,a,-,m,-,-,b,-,a,-,-
xibe1242,-,-,o,-,m,-,-,b,-,u,-,-
