language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
oroq1238,-,-,-,-,-,b,-,-,u,r,-,t,-,S,-,u,r,i,-,n,-,-,-
negi1245,-,-,-,-,-,n,-,-,3,-,-,-,-,s,-,-,k,i,-,-,-,-,-
hiss1234,-,-,-,-,-,n,-,-,3,p,-,t,-,-,-,-,-,3,-,m,-,3,-
hiss1234,-,-,-,-,-,n,-,-,3,p,-,t,-,-,-,-,-,3,-,m,-,3,-
hiss1234,-,-,-,-,-,5,-,-,3,p,-,t,-,-,-,-,-,3,-,m,-,a,-
hiss1234,-,-,-,-,-,n,-,-,3,p,-,t,-,-,-,-,-,3,-,m,-,a,-
ilim1234,-,-,-,-,-,n,-,-,3,p,-,t,-,-,-,-,-,o,-,l,-,o,-
solo1263,-,S,i,-,-,N,-,-,3,-,-,r,-,-,-,-,-,i,-,N,-,-,-
solo1263,-,b,i,-,-,l,d,-,u,-,-,l,-,-,-,-,-,i,-,-,-,-,-
kuro1242,-,-,-,-,-,n,-,-,3,y,-,g,-,-,-,-,-,-,-,-,-,3,n
nana1257,-,b,o,-,-,l,d,-,o,b,o,l,-,d,-,-,-,o,-,b,y,i,-
nana1257,-,b,i,-,-,l,-,w,o,b,i,l,-,-,-,-,w,o,-,b,-,i,-
nana1257,-,b,i,-,-,l,d,w,o,b,i,l,-,d,-,-,w,o,-,b,-,i,-
nana1257,-,-,-,-,-,n,-,-,3,-,i,g,-,-,-,-,-,-,-,-,-,3,-
ulch1241,t,S,i,-,-,l,-,-,-,-,-,-,-,-,-,-,-,u,m,b,y,i,-
ulch1241,-,m,u,-,-,l,-,-,u,m,u,l,-,-,-,-,-,u,-,b,y,i,-
ulch1241,-,b,u,-,-,l,-,-,-,-,-,t,-,S,-,-,-,3,-,m,-,-,-
ulch1241,-,b,o,-,-,l,-,-,-,-,-,d,-,-,-,-,-,o,-,b,y,i,-
ulch1241,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,3,-,-,y,3,-
orok1265,-,b,u,-,-,l,-,-,-,-,-,d,-,-,-,-,-,u,-,m,-,-,-
oroc1248,-,-,-,-,-,n,-,-,3,-,i,N,-,-,-,-,-,-,-,-,-,3,-
udih1248,-,-,-,-,-,n,-,-,3,-,y,g,-,-,-,-,-,-,-,-,-,3,-
kile1243,-,-,-,-,-,n,-,-,i,y,-,L,-,x,-,-,-,u,-,n,-,-,-
even1260,-,b,u,u,X,l,d,u,u,X,-,t,-,-,-,-,-,i,-,-,-,i,X
manc1252,-,-,-,-,-,n,y,-,i,-,-,l,u,q,-,-,-,a,-,n,-,-,-
manc1252,-,-,-,-,-,n,y,-,i,-,-,l,-,g,y,i,y,a,-,n,-,-,-
jurc1239,-,-,-,-,-,-,g,-,i,-,-,t,a,x,-,-,-,u,-,n,-,-,-
xibe1242,-,-,-,-,-,n,-,-,3,-,-,t,-,S,-,-,-,i,-,n,-,-,-
