language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
ulch1241,-,-,-,-,-,s,-,i,-,w,u,-,-,-,-
ulch1241,-,-,-,-,-,s,-,i,-,y,u,-,-,-,-
nana1257,-,-,-,-,-,s,y,i,-,y,u,-,-,-,-
nana1257,-,-,-,-,-,s,-,i,-,w,u,-,-,-,n
orok1265,-,-,-,-,-,S,-,-,-,-,u,-,-,-,n
oroc1248,-,-,-,-,-,s,-,3,-,-,u,-,-,-,-
udih1248,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-
oroq1238,d,e,l,a,t,S,-,a,-,-,-,-,-,-,-
negi1245,-,-,-,-,-,s,-,i,x,w,u,-,-,-,n
negi1245,-,-,-,-,-,s,-,i,g,w,u,-,-,-,n
negi1245,-,-,-,-,-,s,-,i,-,w,u,-,-,-,n
kile1243,-,-,-,-,-,S,-,i,-,w,u,-,-,-,n
even1260,-,-,-,-,-,5,-,-,-,-,o,l,t,e,n
manc1252,-,-,-,-,-,S,-,-,-,-,u,-,-,-,n
xibe1242,-,-,-,-,-,s,-,-,-,-,u,-,-,-,n
