language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
oroq1238,g,-,-,-,-,-,-,-,-,a,-,-,-
negi1245,g,-,3,l,-,-,-,-,-,3,-,-,-
negi1245,g,-,3,l,-,-,-,-,-,3,-,-,-
hiss1234,-,-,o,y,-,-,-,-,-,E,-,t,-
hiss1234,h,-,a,n,N,u,k,t,-,a,-,-,-
hiss1234,g,-,3,l,-,-,-,-,-,3,-,-,-
ilim1234,h,-,a,N,-,u,k,t,-,a,-,-,-
nort3334,h,-,a,n,N,u,k,t,-,a,-,-,-
solo1263,g,-,3,l,-,-,-,-,-,3,-,-,-
kuro1242,g,-,3,l,-,-,-,-,-,3,-,-,-
nana1257,g,-,3,l,-,-,-,-,-,3,-,-,-
nana1257,g,-,3,l,-,-,-,-,-,3,-,-,-
ulch1241,g,-,3,l,-,-,-,-,-,3,-,-,-
orok1265,g,-,3,l,-,-,-,-,-,3,-,-,-
oroc1248,g,-,3,l,-,-,-,-,-,3,-,-,-
udih1248,g,-,3,l,-,-,-,-,-,3,-,-,-
kile1243,k,-,o,t,-,-,S,-,-,i,-,-,-
even1260,X,-,e,r,-,-,-,-,-,-,-,-,-
even1260,t,i,a,r,-,-,-,-,-,u,u,X,-
manc1252,b,-,a,-,-,-,-,-,-,i,-,-,-
jurc1239,b,-,a,-,-,-,-,-,-,i,-,S,i
jurc1239,f,-,o,n,-,-,-,-,-,i,-,-,-
xibe1242,f,-,E,n,-,-,-,d,Z,i,-,-,-
