language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
ulch1241,x,-,u,-,d,-,-,Z,-,u,-
nana1257,x,-,u,-,i,-,-,g,-,u,-
nana1257,x,w,u,-,y,-,-,g,w,u,-
orok1265,x,-,u,-,d,-,-,-,-,u,-
oroc1248,-,-,i,-,-,-,-,g,y,i,-
oroc1248,x,-,u,-,-,-,-,g,-,u,-
udih1248,-,-,i,-,-,-,-,x,y,i,-
oroq1238,-,-,i,-,r,-,-,g,-,i,-
negi1245,-,-,i,-,d,-,-,g,-,i,-
negi1245,-,-,i,-,y,-,-,g,-,i,-
negi1245,-,-,i,-,-,-,-,x,-,i,-
negi1245,-,-,i,-,-,-,-,x,-,i,-
kile1243,y,-,i,-,L,-,-,g,-,i,-
even1260,-,-,i,-,r,-,-,g,-,e,-
manc1252,-,-,u,n,t,S,3,x,-,3,n
xibe1242,-,-,u,n,t,S,-,x,-,i,n
