language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
oroq1238,-,-,3,h,-,-,i,-,x,-,-,i,-,n
negi1245,5,-,a,l,-,-,i,-,x,-,-,i,-,n
hiss1234,-,-,3,h,-,-,i,-,k,-,-,i,-,n
hiss1234,-,-,3,s,S,-,3,-,k,-,-,3,-,n
hiss1234,-,-,3,s,-,-,3,-,k,-,-,3,-,n
hiss1234,-,-,t,S,-,-,u,-,k,-,-,i,-,n
ilim1234,-,-,3,h,-,-,i,-,k,-,-,i,-,n
ilim1234,-,-,-,s,-,-,u,-,k,-,-,i,-,n
solo1263,-,-,i,S,-,-,i,-,x,-,-,i,-,N
kuro1242,5,-,a,l,-,-,-,-,k,-,y,i,-,n
nana1257,5,-,E,l,-,-,-,-,-,-,-,o,-,-
nana1257,n,e,a,l,-,-,-,-,-,-,w,o,-,n
nana1257,5,-,a,l,-,-,-,-,-,-,w,o,-,n
ulch1241,5,-,e,l,-,-,-,-,-,-,-,o,-,-
orok1265,n,-,a,l,-,-,-,-,-,-,-,u,-,-
oroc1248,5,-,a,l,-,-,-,-,-,-,-,i,-,-
udih1248,5,-,a,l,y,-,i,-,x,-,y,i,-,-
kile1243,5,i,a,L,-,-,-,-,k,-,h,i,-,n
even1260,-,-,e,s,-,-,e,-,k,t,S,e,-,-
even1260,5,-,a,l,l,a,a,X,q,t,S,a,a,X
manc1252,-,-,3,s,-,-,-,-,x,-,-,u,-,n
xibe1242,-,-,u,s,-,-,-,-,x,-,-,u,-,n
