language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ulch1241,-,-,-,-,g,-,o,y,-,-,e,-,-
ulch1241,-,-,-,-,g,-,o,y,-,-,-,-,-
nana1257,-,-,-,-,G,-,o,y,-,-,a,-,-
nana1257,-,-,-,-,G,-,o,e,-,-,-,-,-
nana1257,-,-,-,-,G,w,o,y,-,-,-,-,-
orok1265,-,-,-,-,G,-,o,i,-,-,-,-,-
oroc1248,-,-,-,-,X,-,o,N,-,t,o,-,-
udih1248,-,-,-,-,x,-,o,N,-,t,o,-,-
oroq1238,-,-,-,-,-,-,o,N,-,t,o,-,-
negi1245,-,-,-,-,x,-,o,N,k,t,3,-,-
negi1245,-,-,-,-,g,-,-,-,-,-,E,-,-
kile1243,-,-,-,-,k,-,-,i,-,-,a,-,-
even1260,a,N,i,i,X,-,-,l,-,-,i,i,X
even1260,-,-,-,-,X,-,o,n,-,t,e,-,-
even1260,-,-,-,-,g,-,i,-,-,-,a,-,-
manc1252,-,-,-,-,g,-,u,w,-,-,a,-,-
xibe1242,-,-,-,-,g,-,u,-,-,-,o,-,-
