language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
oroq1238,-,-,-,-,-,a,-,-,-,n,-,t,-,S,-,-,-,a,n
hail1248,-,-,-,-,-,a,-,-,-,n,-,t,-,s,-,-,-,a,n
negi1245,-,-,-,-,-,a,-,-,-,5,-,t,-,S,-,-,-,a,-
negi1245,-,-,-,-,-,a,-,-,-,n,-,t,-,S,-,-,-,a,-
negi1245,-,-,-,-,-,a,-,-,-,5,-,t,-,S,-,-,-,a,n
negi1245,-,-,-,-,-,a,-,-,-,n,-,t,-,S,-,-,-,a,n
hiss1234,-,-,-,-,-,a,-,-,-,n,-,t,-,S,-,-,-,a,n
hiss1234,-,-,-,-,-,a,-,-,-,n,-,t,-,S,-,-,-,a,n
ilim1234,-,-,-,-,-,a,-,-,-,n,-,t,-,S,-,-,-,a,n
solo1263,-,-,-,-,-,a,-,-,-,n,-,-,-,S,-,-,-,i,N
kuro1242,-,-,d,-,-,3,-,-,u,d,-,-,-,Z,-,-,-,3,-
nana1257,-,-,d,-,-,3,-,-,u,d,-,-,-,y,-,-,-,i,-
nana1257,-,-,d,-,-,3,-,r,3,l,-,-,-,-,-,-,-,-,-
ulch1241,a,n,d,-,-,a,-,-,-,-,-,-,-,s,-,-,-,e,-
orok1265,-,-,p,-,-,-,-,-,u,l,-,t,-,S,-,-,-,i,-
oroc1248,-,-,d,-,-,3,-,-,-,-,-,-,-,b,-,-,-,i,-
udih1248,-,-,s,-,-,a,-,-,-,-,-,-,-,s,-,-,-,a,-
kile1243,-,-,-,-,-,-,-,-,-,C,h,t,-,S,h,i,r,a,-
even1260,-,-,-,-,-,e,-,-,-,l,-,r,e,k,-,-,-,e,n
even1260,-,-,-,-,-,e,-,-,-,l,-,r,e,k,-,-,-,e,n
manc1252,-,-,S,-,-,a,-,-,-,-,-,q,-,S,-,a,X,a,-
jurc1239,-,-,f,-,-,u,-,-,-,n,-,t,-,S,-,-,-,i,-
xibe1242,-,-,d,3,r,3,y,f,i,l,-,t,-,S,-,-,-,i,n
