language,x1,x2,x3,x4,x5,x6,x7,x8
oroq1238,d,3,g,d,3,-,-,-
hail1248,-,i,-,l,i,-,-,-
negi1245,t,u,k,t,i,-,-,-
hiss1234,k,u,k,t,3,-,-,-
hiss1234,t,u,k,t,3,-,-,-
hiss1234,d,3,x,d,3,-,-,-
hiss1234,-,-,-,y,u,-,-,-
ilim1234,t,u,k,t,3,-,-,-
nort3334,-,u,-,r,i,w,-,-
nort3334,t,u,k,t,3,-,-,-
solo1263,d,3,-,d,3,-,-,-
nana1257,d,3,g,d,3,-,-,-
nana1257,d,3,g,d,3,-,-,-
ulch1241,-,a,g,b,o,n,-,-
orok1265,t,3,-,d,3,-,-,-
orok1265,k,a,-,p,i,-,-,-
oroc1248,5,u,g,-,i,-,-,-
udih1248,d,3,g,d,3,-,-,-
udih1248,g,a,k,p,a,-,-,-
even1260,X,i,-,y,e,w,e,5
manc1252,d,3,k,d,3,-,-,-
jurc1239,d,3,-,d,3,-,-,-
xibe1242,d,3,x,d,3,-,-,-
