language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ulch1241,-,-,-,s,-,-,o,-,w,-,a,q,-,t,-,a,-
ulch1241,-,-,-,s,-,-,o,-,-,-,a,q,-,t,-,a,-
ulch1241,5,a,d,Z,-,-,-,-,-,-,a,x,-,-,-,a,-
nana1257,5,-,-,-,-,-,a,-,d,Z,a,X,-,-,-,a,-
nana1257,-,-,-,-,-,-,o,-,r,-,o,X,-,t,-,o,-
nana1257,-,-,-,-,-,-,o,-,r,-,o,q,-,t,-,o,-
orok1265,-,-,-,-,-,-,o,-,r,-,o,q,-,t,-,o,-
oroc1248,-,-,-,-,-,-,o,-,-,-,-,k,-,t,-,o,-
udih1248,-,-,-,-,-,-,o,-,-,-,-,k,-,t,-,o,-
oroq1238,-,-,-,-,-,-,o,-,r,-,o,k,-,t,-,o,-
negi1245,-,-,-,-,-,-,-,-,t,S,o,k,-,-,-,a,-
negi1245,-,-,-,-,-,-,-,-,t,S,o,x,-,-,-,a,-
kile1243,-,-,-,-,-,-,o,-,r,-,o,k,h,t,h,3,-
even1260,-,-,-,-,-,-,o,-,-,-,o,X,-,r,-,a,t
manc1252,n,-,-,y,i,y,a,n,t,S,i,X,-,-,-,a,-
manc1252,-,-,-,-,-,-,o,-,r,-,-,X,-,-,-,o,-
xibe1242,-,-,-,-,-,-,o,-,r,-,-,x,-,-,-,o,-
