language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
ulch1241,-,-,-,n,i,-,k,-,-,i,-
nana1257,-,-,-,d,a,-,r,-,m,a,-
nana1257,-,-,-,d,a,-,r,a,m,a,-
nana1257,-,-,-,d,a,-,r,a,m,a,-
orok1265,-,-,-,-,a,t,t,-,-,a,-
orok1265,-,-,-,d,o,-,r,o,m,o,-
oroc1248,-,-,-,-,a,-,-,-,q,a,-
oroc1248,-,-,-,d,a,-,-,-,m,a,-
udih1248,-,-,-,-,a,-,-,-,k,a,-
oroq1238,S,i,g,d,-,-,-,-,-,3,-
oroq1238,-,-,-,d,a,-,r,a,m,a,-
negi1245,-,-,-,d,a,-,y,a,m,a,-
kile1243,-,-,-,t,a,-,r,-,m,a,-
even1260,5,i,i,X,-,-,r,i,-,i,X
manc1252,f,y,i,s,-,-,-,-,-,a,-
manc1252,-,-,-,d,a,-,r,-,-,a,-
xibe1242,-,-,-,f,i,-,z,-,-,o,-
xibe1242,-,-,-,d,o,-,r,-,-,3,m
