language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
ulch1241,d,Z,e,d,Z,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
ulch1241,l,-,a,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ulch1241,d,Z,a,-,q,-,-,-,-,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
nana1257,l,-,a,-,N,-,-,-,-,l,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-
nana1257,l,-,a,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nana1257,d,-,a,-,r,-,y,-,e,d,-,a,-,-,-,-,-,-,-,-,r,y,e,-,-
nana1257,q,-,a,-,l,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,S,e,-,-
orok1265,l,-,o,-,X,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
orok1265,d,-,a,p,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
orok1265,d,-,a,-,k,-,-,-,-,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
oroc1248,d,Z,a,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
udih1248,l,-,a,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
udih1248,d,-,a,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
oroq1238,d,-,a,-,x,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
negi1245,d,-,a,-,x,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
kile1243,q,-,o,-,L,C,h,t,S,h,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
even1260,-,-,a,-,-,-,-,-,-,-,-,a,X,5,t,S,i,i,X,n,d,-,u,u,X
even1260,d,-,a,-,-,-,-,-,-,-,-,a,X,-,-,-,-,-,-,-,l,b,u,u,X
manc1252,X,-,a,-,n,-,-,-,-,t,S,i,-,-,-,-,-,-,-,-,-,-,-,-,-
xibe1242,d,-,o,-,l,-,-,-,-,v,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
