language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ulch1241,x,-,o,s,a,t,-,S,-,-,o,-,-
nana1257,X,-,o,t,o,r,-,s,-,y,e,-,-
nana1257,X,w,o,s,e,-,-,s,-,-,e,-,-
orok1265,X,-,o,-,-,-,-,S,-,-,i,-,-
oroc1248,x,-,u,t,u,5,i,s,-,y,i,-,-
udih1248,w,-,a,-,-,-,-,-,-,-,i,-,-
oroq1238,k,-,a,-,-,-,-,N,-,n,a,-,-
negi1245,-,-,o,-,-,-,-,s,-,-,i,-,-
kile1243,-,-,u,s,i,-,k,h,a,l,3,-,-
even1260,-,-,o,-,o,X,-,s,-,-,i,-,-
manc1252,w,-,a,-,-,-,-,S,-,-,a,-,-
manc1252,u,-,-,-,-,-,-,S,-,-,a,-,-
xibe1242,-,-,-,-,-,-,-,s,-,-,o,d,u
