language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
ulch1241,-,x,-,-,-,-,-,-,-,-,-,-,u,-,-,s,-,-,-,3,-,-,-,-,-,-,-,-
nana1257,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,e,-,-,-,-,-,-,a,n
nana1257,-,x,-,-,-,-,-,-,-,-,-,-,u,-,-,s,-,-,-,3,m,k,-,-,-,y,i,-
nana1257,-,x,-,-,-,-,-,-,-,-,-,-,u,-,-,s,-,-,-,3,-,-,-,-,-,-,-,-
nana1257,-,x,w,-,-,-,-,-,-,-,-,-,u,-,-,s,-,-,-,3,-,-,-,-,-,-,-,-
orok1265,-,x,-,-,-,-,-,-,-,-,-,-,u,-,-,S,-,-,-,3,-,-,-,-,-,-,-,-
oroc1248,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,s,y,i,y,3,-,-,-,-,-,-,-,-
udih1248,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,3,-,-,-,-,-,-,-,-
oroq1238,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,h,-,-,-,i,m,k,-,-,-,-,i,t
negi1245,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,s,-,-,-,3,-,-,-,-,-,-,-,-
kile1243,-,-,-,-,-,-,-,-,-,-,-,-,i,-,d,z,-,-,-,3,-,C,h,t,S,h,i,-
even1260,-,X,u,u,X,y,i,i,X,r,k,i,i,X,t,-,-,-,-,-,-,-,-,-,-,-,-,-
even1260,-,X,u,u,X,y,i,i,X,r,k,i,i,X,t,S,-,-,-,-,-,-,-,-,-,-,-,-
even1260,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-
manc1252,d,Z,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,u,-,-,-,-,-,-,-,-
manc1252,-,f,-,-,-,-,-,-,-,-,-,-,u,-,-,d,-,-,-,a,-,-,-,-,-,-,-,-
xibe1242,d,Z,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,u,-,-,-,-,-,-,-,-
