language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
oroq1238,-,-,3,-,-,-,-,-,-,-,w,-,-,i,-,-,-
hail1248,-,-,u,-,-,-,-,-,-,-,x,-,-,i,-,-,-
negi1245,-,-,3,-,-,-,-,-,-,-,w,-,-,i,-,-,-
hiss1234,-,-,3,-,-,-,-,-,-,-,w,-,-,i,-,-,-
hiss1234,-,-,3,-,-,-,-,-,-,-,w,-,-,3,-,-,-
hiss1234,-,-,3,-,-,-,-,-,-,-,w,-,-,i,-,-,-
ilim1234,-,-,3,-,-,-,-,-,-,-,w,-,-,i,-,-,-
nort3334,-,-,3,-,-,-,-,-,-,-,w,-,-,i,-,-,-
solo1263,-,-,u,-,-,-,-,-,-,-,x,-,-,i,-,-,-
kuro1242,X,-,o,l,-,-,-,-,-,-,b,o,n,a,-,-,-
nana1257,k,-,u,-,-,-,-,-,-,-,f,-,y,i,n,d,3
nana1257,k,-,u,-,-,-,-,-,-,-,f,-,y,i,-,l,3
nana1257,k,-,u,-,-,-,-,-,-,-,f,-,y,i,-,-,-
nana1257,k,w,u,-,-,-,-,-,-,-,p,-,-,i,-,-,-
nana1257,x,w,u,-,-,-,-,-,-,-,p,-,-,i,-,-,-
ulch1241,t,S,e,t,S,a,-,-,t,-,S,-,-,e,-,-,-
ulch1241,x,-,u,-,-,-,-,-,-,-,p,-,-,u,-,-,-
orok1265,x,-,u,-,-,-,-,-,-,-,p,-,-,i,-,-,-
oroc1248,-,-,3,-,-,-,-,-,-,-,w,-,-,i,-,-,-
udih1248,g,-,u,-,s,-,-,-,-,-,y,-,-,i,-,-,-
kile1243,-,-,u,k,h,a,C,h,t,S,h,-,-,i,-,-,-
even1260,-,-,e,-,-,-,-,-,-,-,y,-,-,u,-,-,-
even1260,-,-,e,-,-,-,-,-,-,-,w,-,-,i,-,-,-
manc1252,-,-,3,-,-,-,-,-,-,-,f,-,y,i,-,-,-
jurc1239,-,-,3,-,-,-,-,-,-,-,f,-,-,i,-,-,-
xibe1242,-,-,i,-,-,-,-,-,-,-,v,-,-,i,-,-,-
