language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ulch1241,5,-,u,-,-,-,t,S,-,-,-,i,-,-
nana1257,-,-,i,-,-,-,-,s,-,k,y,i,-,-
nana1257,n,w,u,-,-,-,t,S,-,-,-,i,-,-
orok1265,n,-,u,-,-,-,t,S,-,-,-,i,-,-
oroc1248,N,-,i,-,-,-,t,S,-,-,-,i,-,-
udih1248,N,-,i,-,-,-,t,s,-,-,-,a,-,-
oroq1238,n,-,i,-,-,-,t,S,u,x,-,u,-,n
negi1245,5,-,i,-,-,-,t,-,-,k,-,u,-,n
kile1243,m,-,a,-,C,h,t,S,-,h,-,i,-,-
kile1243,q,h,o,m,C,h,t,S,-,h,-,u,-,-
even1260,k,-,o,-,-,-,t,S,u,k,-,e,-,n
manc1252,-,-,a,-,-,-,s,y,-,-,-,i,X,a
manc1252,-,-,a,-,-,-,d,Z,-,-,-,i,g,3
manc1252,-,-,a,-,-,-,d,Z,-,-,-,i,d,a
xibe1242,-,-,o,-,-,-,d,Z,-,-,-,i,g,-
