language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ulch1241,-,-,-,-,p,-,3,-,-,-,-,y,-,-,3,-,-
nana1257,-,-,-,s,y,-,i,-,-,-,-,y,u,l,3,-,-
nana1257,-,-,-,-,f,-,3,-,-,-,-,-,-,-,i,-,-
nana1257,-,-,-,-,p,-,3,-,-,-,-,y,-,-,3,-,-
orok1265,-,-,-,-,p,-,3,-,-,-,-,y,-,-,3,-,-
oroc1248,-,-,-,-,g,-,u,-,-,-,-,l,-,k,3,-,-
udih1248,-,-,-,-,x,-,3,-,-,-,-,i,-,-,e,-,-
oroq1238,-,m,a,N,g,-,e,-,-,-,-,l,-,-,a,-,-
negi1245,o,m,-,-,k,-,o,-,-,-,-,t,-,-,o,-,-
kile1243,-,-,-,-,x,-,3,-,-,-,-,y,-,-,i,-,-
even1260,o,-,o,X,m,q,a,-,-,-,-,-,-,-,a,X,t
manc1252,-,-,-,-,S,-,3,N,-,g,-,y,-,-,i,-,n
xibe1242,-,-,-,-,S,-,i,N,3,l,t,h,-,-,o,-,l
