language,x1,x2,x3,x4,x5,x6
ulch1241,x,3,d,-,u,-
nana1257,x,3,d,-,u,-
nana1257,x,3,d,w,u,n
orok1265,x,3,d,-,u,-
oroc1248,-,3,d,-,i,-
udih1248,-,3,d,-,i,-
oroq1238,-,3,d,-,i,n
negi1245,-,3,d,-,i,n
kile1243,-,3,d,-,i,n
even1260,-,e,d,-,e,n
manc1252,-,3,d,-,u,n
xibe1242,-,u,d,-,u,n
