language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ulch1241,b,-,a,-,l,-,a,-,p,-,t,-,e
ulch1241,g,-,o,-,r,-,o,-,p,-,t,-,e
nana1257,b,-,a,-,l,-,a,-,f,-,t,S,e
nana1257,b,-,a,-,l,-,a,-,f,-,t,S,E
nana1257,G,-,o,-,r,-,o,-,f,-,t,S,e
nana1257,G,w,o,-,r,w,o,-,p,-,t,S,i
orok1265,G,-,o,-,r,-,o,-,p,-,t,S,i
oroc1248,-,-,a,i,n,-,a,-,p,-,t,-,i
udih1248,-,-,a,-,n,-,a,-,p,-,t,-,i
oroq1238,g,-,o,-,r,-,o,-,p,-,t,-,e
negi1245,-,-,o,-,x,-,i,-,p,-,t,-,i
negi1245,g,-,o,-,y,-,o,-,p,-,t,-,i
kile1243,m,-,a,-,n,-,a,-,x,-,-,-,o
even1260,-,-,-,-,-,-,i,r,b,e,t,-,-
even1260,-,-,-,-,-,-,u,-,-,-,t,-,e
manc1252,-,-,-,-,-,-,-,-,f,-,-,-,3
xibe1242,-,-,-,-,-,-,-,-,f,-,-,-,3
