language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
ulch1241,-,-,-,s,-,-,-,i,l,-,-,3,-,-,-,u,-,-,-,-
ulch1241,-,-,-,k,-,-,-,o,s,-,-,k,-,-,-,o,s,b,y,i
ulch1241,-,-,-,x,-,-,-,o,l,d,-,Z,-,-,-,o,-,-,-,-
nana1257,-,-,-,X,-,-,-,o,l,-,-,G,-,-,-,o,-,-,-,-
nana1257,-,-,-,X,-,-,w,o,l,-,-,g,-,-,-,o,-,-,n,a
orok1265,-,-,-,X,-,-,-,o,l,d,o,X,-,-,-,o,-,-,-,-
oroc1248,-,-,-,-,-,-,-,i,l,-,a,x,q,y,-,i,-,-,-,-
udih1248,-,-,-,-,-,-,-,i,l,-,3,x,-,y,-,i,-,-,-,-
udih1248,-,-,-,-,-,-,-,o,g,-,o,-,-,-,-,u,-,-,-,-
oroq1238,-,-,-,-,-,-,-,o,l,g,o,x,-,-,-,e,-,-,n,-
negi1245,-,-,-,-,-,-,-,o,l,g,o,k,-,-,-,i,-,-,n,-
negi1245,-,-,-,-,-,-,-,o,l,g,o,x,-,-,-,i,-,-,n,-
kile1243,-,-,-,-,-,-,-,o,L,-,-,q,-,-,-,u,-,-,-,-
even1260,b,u,u,X,t,S,u,u,X,-,-,k,t,S,a,a,-,-,X,-
even1260,-,-,-,-,-,-,-,i,l,-,-,-,-,-,-,e,-,-,N,-
manc1252,-,-,-,-,-,-,-,o,l,-,-,X,-,-,-,o,-,-,n,-
xibe1242,-,-,-,-,-,-,-,o,l,-,-,x,-,-,-,u,-,-,n,-
