language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
ulch1241,t,3,-,-,-,x,3,-,-,-
ulch1241,d,a,-,-,t,S,a,-,-,-
nana1257,t,3,-,-,-,x,3,-,-,-
nana1257,t,3,-,-,-,x,3,-,-,-
nana1257,m,u,i,x,t,-,3,-,-,-
nana1257,m,u,i,k,t,-,3,-,-,-
nana1257,d,a,-,-,t,s,a,-,-,-
nana1257,d,a,-,-,t,S,a,-,-,n
orok1265,t,3,-,-,k,-,3,-,-,-
orok1265,d,a,-,-,t,-,o,-,-,-
oroc1248,N,i,-,N,t,-,3,-,-,-
udih1248,N,i,-,N,t,-,3,-,-,-
oroq1238,-,-,-,-,t,-,3,x,3,n
negi1245,-,-,-,-,t,-,3,k,3,n
negi1245,-,-,-,-,t,-,3,x,3,n
negi1245,N,i,-,N,t,-,3,-,-,-
negi1245,n,i,-,N,t,-,3,-,-,-
negi1245,-,-,-,-,d,-,a,-,-,-
kile1243,-,-,-,-,t,-,a,-,-,-
even1260,N,e,-,N,t,-,e,-,-,-
manc1252,-,-,-,-,d,-,a,-,-,-
xibe1242,f,u,-,-,l,x,o,-,-,-
