language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
ulch1241,X,-,a,-,-,-,o,l,-,o,-
ulch1241,X,-,a,-,-,-,w,l,-,o,-
nana1257,X,-,a,-,-,-,o,l,-,a,-
nana1257,X,-,a,-,-,-,o,l,w,o,-
orok1265,X,-,o,-,-,-,u,l,-,u,-
oroc1248,-,-,a,-,-,-,o,l,-,i,-
udih1248,-,-,a,-,-,-,u,l,-,i,-
oroq1238,-,-,3,-,w,-,u,l,-,-,-
negi1245,x,-,3,-,-,-,-,y,g,3,n
negi1245,x,-,3,-,-,-,-,y,g,3,-
negi1245,-,-,a,-,-,-,u,l,-,-,-
even1260,d,Z,u,-,-,-,u,t,-,e,n
even1260,X,-,-,-,-,-,o,s,k,e,n
manc1252,d,-,Z,-,-,-,u,l,y,i,-
manc1252,k,-,u,-,b,s,u,r,-,3,-
manc1252,x,-,u,-,k,S,-,-,-,u,-
manc1252,-,-,a,i,b,y,-,-,-,i,-
xibe1242,m,-,o,-,-,-,-,d,-,3,-
