language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
ulch1241,-,e,-,n,d,a,-,-,-,-,-,-
nana1257,-,e,-,n,d,a,-,-,-,-,-,-
nana1257,-,e,-,n,d,a,-,-,-,-,-,-
orok1265,N,i,-,n,d,o,-,-,-,-,-,-
oroc1248,-,i,-,n,-,a,-,x,q,y,i,-
udih1248,-,i,-,n,-,a,-,-,-,-,i,-
oroq1238,N,a,-,n,-,a,-,x,-,-,e,n
negi1245,n,i,-,n,-,a,-,k,-,-,i,n
negi1245,n,e,-,n,-,a,-,k,-,-,i,n
negi1245,N,i,-,n,-,a,-,x,-,-,i,n
negi1245,n,i,-,n,-,a,-,x,-,-,i,n
negi1245,n,e,-,n,-,a,-,x,-,-,i,n
kile1243,-,i,-,n,-,a,k,h,-,-,i,-
even1260,N,i,-,-,-,i,-,X,-,-,-,n
manc1252,-,i,-,n,d,a,-,X,-,-,u,n
xibe1242,-,y,o,n,-,-,-,x,-,-,u,n
