language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
ulch1241,-,s,-,e,-,-,m,a,t,-,-,a
nana1257,-,s,y,e,-,-,m,-,t,-,-,a
nana1257,-,s,y,e,-,-,m,-,n,-,-,a
nana1257,-,s,-,e,-,-,m,a,t,-,-,a
orok1265,-,S,-,i,-,-,m,o,t,-,-,o
orok1265,-,S,-,i,-,-,m,o,n,-,-,o
oroc1248,-,-,-,i,-,-,m,a,X,-,-,a
oroc1248,-,-,-,i,-,-,m,a,s,-,-,a
udih1248,-,-,-,i,-,-,m,-,-,-,-,a
oroq1238,-,-,-,e,-,-,m,a,n,-,-,a
negi1245,-,-,-,i,-,-,m,a,n,-,-,a
negi1245,-,-,-,e,-,-,m,a,n,-,-,a
kile1243,-,-,-,i,-,-,m,a,n,-,-,3
even1260,-,-,-,i,i,X,m,e,n,r,-,e
manc1252,n,y,-,i,-,-,m,a,N,g,y,i
xibe1242,-,n,-,i,-,-,m,o,N,-,-,-
