language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ulch1241,-,-,-,t,-,a,p,-,-,-,s,e,g,d,a,-,-
ulch1241,-,-,-,t,-,e,-,-,-,-,s,-,b,y,i,-,-
ulch1241,-,-,-,d,Z,a,-,-,-,-,-,-,-,l,o,-,-
nana1257,-,-,-,t,y,E,-,-,-,-,s,-,-,-,-,-,-
nana1257,-,-,-,t,e,a,-,-,-,-,s,-,-,b,i,-,-
nana1257,-,-,-,d,z,a,-,-,-,-,l,-,-,-,o,-,-
orok1265,-,-,-,d,-,a,v,i,r,a,x,-,-,-,a,-,-
orok1265,-,-,-,t,-,3,-,-,-,-,S,-,-,-,-,-,-
oroc1248,-,-,-,d,-,o,-,-,-,-,k,-,-,y,i,-,-
udih1248,-,-,-,t,-,E,-,-,-,-,s,-,-,y,i,-,-
udih1248,-,-,-,d,-,o,-,-,-,-,x,-,-,y,i,-,-
oroq1238,-,-,-,d,Z,a,-,-,l,-,-,-,-,-,u,-,m
negi1245,-,-,-,d,-,o,-,-,l,-,k,-,-,-,a,-,n
negi1245,-,-,-,d,-,o,-,-,t,-,S,-,-,-,i,-,-
kile1243,-,-,-,t,S,a,-,-,-,-,-,-,-,l,u,-,n
even1260,-,-,-,t,-,o,-,o,-,-,X,-,-,l,i,i,X
even1260,m,i,l,t,-,e,-,-,-,-,-,-,-,r,e,-,-
manc1252,-,-,-,d,Z,a,-,-,-,-,-,-,-,l,u,-,-
xibe1242,-,-,-,d,Z,o,-,-,-,-,-,-,-,l,u,-,-
