language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ulch1241,-,-,X,-,-,a,-,-,-,-,-,s,-,a,-,l,-
nana1257,-,-,X,-,-,a,-,-,-,-,-,s,-,a,-,r,a
nana1257,-,-,X,-,-,a,-,-,-,-,-,s,-,a,-,r,-
nana1257,-,-,d,-,-,3,g,d,3,t,-,s,-,3,-,-,-
orok1265,-,-,X,-,-,o,-,-,-,-,-,s,-,o,-,-,-
oroc1248,-,-,d,-,-,3,k,-,-,t,i,s,-,3,-,-,-
udih1248,-,-,d,-,-,a,k,-,-,t,-,-,-,E,-,-,-
oroq1238,-,-,-,-,-,a,-,-,-,-,-,h,-,a,-,x,e
negi1245,-,-,-,-,-,a,-,-,-,-,-,s,-,a,-,x,i
kile1243,-,-,t,-,-,3,x,-,-,-,-,s,-,3,-,-,-
even1260,a,a,X,s,i,i,X,-,-,-,-,k,-,i,i,X,-
even1260,-,-,d,-,-,e,-,-,-,-,-,t,l,e,-,-,-
manc1252,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,X,a
xibe1242,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,x,-
