language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
oroq1238,t,-,-,S,u,t,u,-,-,-,r,-,-,-,-,-,i,-,-,n,-
negi1245,t,-,-,S,-,-,o,-,-,-,y,-,-,-,-,-,i,-,-,n,-
hiss1234,t,-,-,S,-,-,u,-,-,-,l,-,-,-,-,-,a,-,-,m,a
hiss1234,t,-,-,S,-,-,u,-,-,-,r,-,-,-,-,-,i,-,-,n,-
hiss1234,t,-,-,S,-,-,u,-,-,-,l,-,-,-,-,-,a,-,-,m,a
solo1263,-,-,-,s,-,-,o,-,-,-,r,-,-,-,-,-,i,-,-,N,-
kuro1242,-,-,-,5,-,-,o,-,-,n,G,-,-,-,-,y,E,-,-,n,-
nana1257,-,-,-,s,-,-,a,-,-,-,r,-,-,-,-,-,a,-,-,-,-
nana1257,-,-,-,5,-,-,o,-,-,N,g,-,-,-,-,y,E,-,-,-,-
nana1257,-,-,-,n,-,-,o,-,-,N,g,-,-,-,-,y,E,-,-,-,-
nana1257,-,-,-,5,w,-,o,-,-,N,-,-,-,-,-,-,e,-,a,n,-
ulch1241,-,-,-,5,-,-,o,-,-,-,g,-,-,-,d,Z,o,-,-,-,-
orok1265,-,-,-,-,-,-,-,-,-,-,g,-,-,E,d,Z,i,-,-,-,-
oroc1248,-,-,-,5,-,-,o,-,-,-,g,-,-,-,d,Z,a,-,-,-,-
udih1248,-,-,-,n,y,-,o,-,-,-,g,-,-,-,-,y,3,-,-,-,-
kile1243,n,-,i,y,-,-,u,-,-,N,g,-,-,i,-,y,E,-,-,n,-
even1260,t,-,-,S,u,-,u,-,-,-,l,b,a,a,X,5,a,-,a,X,-
manc1252,n,y,i,y,-,-,o,w,a,N,g,-,-,-,-,y,i,y,a,n,-
jurc1239,n,-,i,y,-,-,3,-,-,N,-,-,-,-,-,-,i,-,a,-,-
xibe1242,n,-,i,y,-,-,-,-,-,N,-,-,-,-,-,5,i,-,o,n,-
