language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
ulch1241,-,-,-,-,-,-,t,S,-,-,-,-,-,-,e,-,-,q,p,-,-,a,-,-
nana1257,-,-,-,-,-,-,t,S,-,-,-,-,-,-,e,f,-,q,-,-,-,a,-,-
nana1257,-,-,-,-,-,-,t,S,-,-,-,-,-,-,a,-,-,q,p,-,-,a,-,-
orok1265,-,-,-,-,m,3,t,-,-,-,-,-,-,-,3,-,-,-,m,-,-,3,-,-
orok1265,-,-,-,-,-,-,t,S,-,-,-,-,-,-,i,-,-,k,p,-,-,o,-,-
oroc1248,-,-,-,-,-,-,t,S,-,-,-,-,-,-,i,-,-,-,p,-,-,a,-,-
udih1248,-,-,-,-,-,-,t,s,-,-,-,-,-,-,i,-,-,-,f,u,N,e,i,-
oroq1238,5,a,l,a,-,-,-,x,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-
negi1245,-,o,l,a,p,u,t,S,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
kile1243,-,-,C,-,h,-,t,S,-,-,-,-,h,-,i,p,h,k,h,-,-,a,-,-
even1260,-,-,-,-,-,-,t,S,u,u,-,l,l,a,a,-,-,X,N,r,-,a,a,X
even1260,-,-,-,-,-,-,-,-,u,u,X,l,l,a,a,-,-,X,q,t,S,a,a,X
manc1252,-,-,-,-,-,u,s,y,-,-,-,-,-,-,i,-,-,x,y,-,-,i,-,n
xibe1242,-,-,-,-,-,u,s,-,-,-,-,-,-,-,-,-,-,x,-,-,-,i,-,n
