language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ulch1241,-,-,3,r,-,-,-,-,-,s,-,u,-,-
ulch1241,-,-,3,r,-,-,-,-,-,p,-,u,-,-
nana1257,-,-,3,r,g,3,k,-,-,s,y,i,-,-
nana1257,-,-,3,r,-,-,-,-,-,g,-,3,-,-
nana1257,-,-,3,r,-,-,-,-,-,s,-,i,-,-
orok1265,-,-,3,r,-,-,-,-,-,-,-,i,-,-
oroc1248,-,-,3,i,-,-,-,-,-,s,-,i,-,-
udih1248,-,-,3,i,-,-,k,p,3,s,y,i,-,-
oroq1238,-,-,3,r,-,-,-,-,-,-,-,i,-,-
negi1245,-,-,3,y,-,-,-,-,-,-,-,i,-,-
kile1243,-,-,3,r,-,-,k,h,-,s,-,i,-,-
even1260,X,i,i,r,-,-,-,-,-,-,-,a,a,X
manc1252,-,-,3,r,g,3,-,n,-,G,a,i,-,-
xibe1242,-,-,3,r,x,3,-,m,-,g,-,i,o,-
