language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
ulch1241,-,-,-,s,-,-,-,e,-,-,l,-,-,a,-,q,-,t,a,-,-,-
nana1257,-,-,-,q,-,-,-,o,-,-,N,-,-,-,-,-,-,q,o,-,m,a
nana1257,-,-,-,b,-,-,-,3,-,-,-,-,-,-,-,-,-,t,3,-,-,-
nana1257,-,-,-,p,-,-,-,3,-,-,n,-,-,-,-,-,-,t,3,-,-,-
orok1265,-,-,-,k,-,-,-,o,-,-,l,-,-,i,-,g,-,-,a,-,-,-
orok1265,-,-,-,k,-,-,-,o,-,-,l,-,-,y,-,-,-,-,E,-,-,-
orok1265,-,-,-,S,-,-,-,i,-,-,l,-,-,i,-,k,-,t,3,-,-,-
oroc1248,-,s,-,y,-,-,-,i,-,-,l,y,-,i,-,k,-,t,3,-,-,-
udih1248,-,-,-,k,-,-,-,u,-,-,l,-,-,i,-,g,a,s,a,-,-,-
udih1248,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
oroq1238,-,-,-,k,-,-,-,u,-,-,l,-,-,e,-,x,-,-,a,-,-,n
negi1245,-,-,-,k,-,-,-,o,-,-,l,-,-,i,-,x,-,-,a,-,-,n
kile1243,-,s,3,f,-,-,-,3,-,-,r,-,-,i,-,n,-,-,-,-,-,-
even1260,m,a,a,X,g,d,Z,i,i,X,l,-,-,-,-,-,-,-,i,i,X,-
even1260,-,-,-,X,-,-,-,i,i,X,l,m,a,a,X,x,-,-,a,a,X,n
manc1252,-,-,-,b,-,-,-,3,-,-,t,-,-,-,-,-,-,-,3,-,-,n
xibe1242,-,-,-,-,-,-,-,-,-,-,t,-,S,i,-,y,-,z,o,-,-,n
