language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
ulch1241,d,Z,-,-,-,-,-,-,-,u
ulch1241,t,S,-,-,a,-,-,s,-,o
ulch1241,t,S,-,-,a,-,-,l,-,o
ulch1241,-,N,-,-,u,y,-,n,-,3
nana1257,-,X,-,-,a,-,-,-,G,a
nana1257,t,s,-,-,a,-,-,l,y,e
nana1257,t,S,-,-,a,-,-,s,w,o
orok1265,-,m,-,-,i,-,-,n,-,3
oroc1248,-,X,o,-,i,-,-,-,-,-
udih1248,-,m,-,-,i,-,-,n,d,3
oroq1238,d,Z,-,-,i,-,-,g,-,3
negi1245,-,m,i,s,i,-,-,n,-,-
negi1245,-,m,-,-,i,-,-,n,-,3
negi1245,-,m,-,-,i,-,-,-,-,-
kile1243,-,x,o,y,i,-,-,-,-,-
even1260,-,m,-,-,i,-,-,n,-,e
even1260,-,m,-,-,i,y,e,l,b,e
manc1252,-,f,a,-,i,-,-,t,-,a
xibe1242,-,f,-,-,u,-,-,r,-,u
