language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ulch1241,-,-,g,-,i,t,-,-,-,-,-,u,-,l,-,i,-
ulch1241,-,-,g,-,i,t,-,-,-,-,-,i,-,s,-,i,-
nana1257,n,o,N,-,-,d,-,-,-,-,-,-,-,-,y,e,-
nana1257,-,-,g,y,e,s,-,-,-,-,y,e,-,s,y,e,-
nana1257,-,-,g,y,e,t,-,-,-,-,S,e,-,s,-,e,-
nana1257,-,-,g,y,e,t,-,-,-,-,S,-,-,-,-,i,-
orok1265,n,u,N,-,-,d,-,-,-,-,Z,u,-,l,-,i,-
orok1265,-,-,g,-,i,t,-,-,-,-,S,u,-,l,-,i,-
oroc1248,-,-,-,-,i,N,-,-,-,-,-,i,-,-,5,i,-
oroc1248,-,-,g,y,i,t,-,-,-,-,S,i,-,s,y,i,-
udih1248,-,-,-,-,i,N,-,-,-,-,-,i,-,n,y,i,-
udih1248,-,-,-,-,-,g,-,-,-,-,y,i,-,l,y,i,-
oroq1238,-,-,-,-,i,N,-,-,-,-,-,-,-,-,-,i,n
negi1245,-,-,-,-,i,N,-,-,-,-,x,i,n,d,Z,i,-
negi1245,-,-,-,-,i,n,-,-,-,-,-,i,n,d,Z,i,-
negi1245,-,-,g,-,i,l,-,-,-,-,-,i,-,-,s,i,-
negi1245,-,-,g,-,i,l,-,-,-,-,-,i,-,g,d,i,-
negi1245,-,-,g,-,e,l,-,-,-,-,-,e,-,-,s,i,-
negi1245,-,-,g,-,e,l,-,-,-,-,-,e,-,g,d,i,-
kile1243,-,-,-,-,3,t,3,t,h,q,h,u,-,l,-,i,-
even1260,-,-,-,-,i,N,-,-,-,-,-,e,-,5,X,i,-
even1260,-,-,-,-,i,N,-,-,-,-,-,e,-,5,-,-,-
manc1252,S,a,X,-,u,r,-,-,-,-,-,-,-,-,-,u,n
xibe1242,s,o,x,-,u,r,-,-,-,-,-,-,-,-,-,u,n
