language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ulch1241,-,-,x,-,u,s,-,3,5,-,-,-,-,-,-,i,-
ulch1241,-,-,x,-,u,s,-,3,5,-,-,-,-,-,-,i,-
nana1257,-,-,m,-,a,f,-,-,-,-,a,-,-,-,-,-,-
nana1257,m,o,X,-,-,-,-,-,-,-,a,-,-,-,-,-,-
nana1257,-,-,x,-,u,s,-,3,n,-,a,-,-,-,-,y,-
nana1257,-,-,x,w,u,s,-,3,n,-,a,-,-,-,-,y,-
orok1265,-,-,-,-,-,-,-,-,n,-,a,-,-,r,-,i,-
orok1265,-,-,x,-,u,S,-,3,n,-,E,-,-,-,-,-,-
oroc1248,-,-,x,-,u,s,-,3,5,-,E,-,-,-,-,-,-
udih1248,n,-,y,-,-,-,-,i,n,t,a,-,-,-,-,-,-
oroq1238,n,e,r,-,a,y,b,3,y,-,3,-,-,-,-,-,-
negi1245,-,-,-,-,-,-,b,3,y,-,3,-,-,-,-,-,-
kile1243,-,-,x,-,o,x,-,o,-,-,-,-,-,-,-,-,-
even1260,-,-,-,-,-,-,-,-,5,-,a,a,X,r,i,i,X
manc1252,-,-,X,-,a,X,-,-,-,-,a,-,-,-,-,-,-
xibe1242,-,-,x,-,o,x,-,3,n,-,o,-,-,-,-,n,-
