language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ulch1241,-,-,-,b,-,-,-,-,a,-,-,-,-,-
nana1257,-,-,-,b,-,-,-,-,a,-,-,-,-,-
nana1257,-,-,-,b,w,o,-,-,a,-,-,-,-,-
orok1265,-,-,-,b,-,-,-,-,o,-,-,-,-,-
orok1265,n,a,N,n,-,-,-,-,a,-,-,-,-,-
oroc1248,-,-,-,b,-,o,-,-,a,-,-,-,-,-
oroc1248,-,-,-,5,-,a,N,5,a,-,-,-,-,-
udih1248,-,-,-,b,-,u,w,-,a,-,-,-,-,-
udih1248,-,-,-,5,-,a,N,5,a,-,-,-,-,-
oroq1238,-,-,-,b,-,u,x,-,a,-,-,-,-,-
negi1245,-,-,-,5,-,a,N,5,a,-,-,-,-,-
kile1243,-,a,-,p,-,-,q,-,a,-,-,-,-,-
even1260,-,-,-,5,-,-,-,-,a,5,i,i,X,n
manc1252,-,a,-,b,-,-,q,-,a,-,-,-,-,-
xibe1242,-,o,-,v,-,-,q,-,o,-,-,-,-,-
