language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
ulch1241,-,d,-,-,-,a,q,-,-,a,-,w,-,-,l,e,-,-
nana1257,-,s,-,-,-,a,r,-,-,-,-,b,-,-,y,i,-,-
nana1257,-,s,-,-,-,a,r,-,-,-,-,b,-,-,-,i,-,-
orok1265,-,x,-,-,-,3,m,-,-,-,-,b,3,-,r,u,-,-
oroc1248,-,s,-,-,-,a,b,-,-,-,-,-,-,-,-,i,-,-
udih1248,t,s,-,-,-,3,m,t,s,3,m,b,-,-,y,i,y,e
udih1248,t,s,-,-,-,3,m,-,-,-,-,-,-,-,-,-,-,-
udih1248,-,-,-,-,-,3,m,-,-,3,-,-,-,-,-,i,-,-
oroq1238,-,-,-,-,-,3,m,-,-,3,-,-,-,-,r,-,-,-
negi1245,-,-,-,-,-,3,m,-,-,3,-,y,i,g,d,i,-,-
kile1243,-,t,-,-,-,u,b,-,-,-,-,-,-,-,-,3,-,-
even1260,-,-,-,-,-,e,m,-,-,e,-,-,-,-,r,-,-,-
manc1252,-,d,a,t,S,u,n,-,-,-,-,-,-,-,-,-,-,-
xibe1242,-,d,-,-,-,u,v,-,-,-,-,-,-,-,-,-,-,-
