language,x1,x2,x3,x4,x5,x6
ulch1241,m,-,u,-,-,-
nana1257,m,-,u,k,-,3
nana1257,m,w,u,w,-,3
orok1265,m,-,u,-,-,-
orok1265,m,-,3,-,-,-
oroc1248,m,-,u,-,-,-
udih1248,-,-,u,l,y,i
oroq1238,m,-,u,-,-,-
negi1245,m,-,u,-,-,-
kile1243,m,-,u,k,h,3
even1260,m,-,o,-,-,-
manc1252,m,-,u,k,-,3
xibe1242,m,-,u,k,h,u
