language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
oroq1238,-,-,-,g,a,-,-,r,-,-,a,-
hail1248,-,-,-,g,a,-,-,r,-,-,a,-
negi1245,-,-,-,g,a,-,-,y,-,-,a,-
hiss1234,s,-,3,k,-,-,-,t,-,-,3,-
hiss1234,-,-,-,g,a,-,-,r,-,-,a,-
hiss1234,-,-,-,g,a,-,-,r,-,-,a,-
hiss1234,-,-,-,g,a,-,-,r,-,-,a,-
ilim1234,-,-,-,g,a,-,-,r,-,-,a,-
nort3334,-,-,-,g,a,-,-,r,-,-,a,-
solo1263,-,-,-,g,a,-,-,r,-,-,-,-
kuro1242,s,-,u,k,-,-,-,t,-,-,u,-
kuro1242,-,-,-,G,a,-,-,r,-,y,i,-
nana1257,s,w,u,k,-,-,-,t,-,w,u,-
nana1257,-,-,-,G,a,-,-,r,-,-,a,-
ulch1241,s,-,u,q,-,-,-,t,-,-,u,-
ulch1241,-,-,-,g,a,-,-,r,-,-,a,-
orok1265,-,-,-,s,3,i,k,t,-,-,3,-
orok1265,-,-,-,G,o,-,-,r,-,-,o,-
oroc1248,-,-,-,g,-,-,-,-,-,-,a,-
udih1248,-,-,-,g,-,-,-,-,-,-,a,-
kile1243,-,-,-,k,o,-,-,r,k,h,3,n
even1260,-,-,-,g,a,a,X,r,-,-,-,-
manc1252,-,-,-,G,a,-,-,r,-,G,a,n
jurc1239,-,-,-,g,a,-,-,r,-,g,a,-
xibe1242,-,-,-,G,o,-,-,r,-,x,3,n
