language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
ulch1241,d,Z,-,-,u,-,-,w,-,3,-
nana1257,d,z,-,-,u,-,-,k,-,3,-
nana1257,d,Z,-,w,u,-,-,k,-,3,-
orok1265,-,b,3,l,u,-,-,-,-,-,-
orok1265,-,b,-,-,u,-,-,k,-,3,-
oroc1248,d,Z,-,-,u,-,-,k,-,3,-
udih1248,d,z,-,-,u,-,-,x,-,3,-
udih1248,d,z,-,-,u,-,-,g,d,3,-
oroq1238,-,-,-,-,u,m,u,k,S,u,-
negi1245,d,Z,-,-,u,-,-,k,-,3,-
negi1245,d,Z,-,-,u,-,-,x,-,3,-
kile1243,t,Z,-,-,u,-,-,k,h,3,-
even1260,-,b,-,-,o,-,-,k,-,e,s
even1260,d,Z,-,-,o,-,-,k,-,-,-
manc1252,d,Z,-,-,u,-,-,x,-,3,-
xibe1242,d,Z,-,-,u,-,-,x,-,o,-
