language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ulch1241,w,a,k,-,-,-,s,-,-,a,-,-,-
nana1257,-,o,f,-,o,-,r,-,-,o,-,-,-
nana1257,-,o,p,w,o,-,r,-,w,o,-,-,-
orok1265,-,-,x,-,u,-,r,-,-,E,-,-,-
orok1265,-,-,x,-,u,-,r,i,x,o,-,-,-
oroc1248,N,i,k,-,-,-,s,-,-,o,-,-,-
udih1248,N,-,-,-,-,-,-,-,-,e,-,-,-
oroq1238,-,o,N,-,o,k,t,-,-,o,-,-,-
negi1245,-,o,N,x,o,k,t,-,-,o,-,-,-
kile1243,-,o,f,-,v,-,r,-,-,3,-,-,-
even1260,-,o,-,-,o,-,X,-,N,a,a,X,t
manc1252,-,o,f,-,o,-,r,-,-,o,-,-,-
xibe1242,-,o,v,-,u,-,r,-,-,-,-,-,-
