language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
ulch1241,-,-,-,p,-,u,-,-,-,-,-,-,-,-,-,-,-,t,-,-,S,-,-,u,-
nana1257,-,-,-,f,-,u,-,-,i,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-
nana1257,-,-,-,p,w,u,-,-,y,-,-,-,-,-,-,-,-,k,-,-,w,-,-,u,-
orok1265,-,-,-,p,-,3,-,-,-,-,-,-,-,-,-,-,-,t,-,-,S,-,-,3,-
oroc1248,-,-,-,X,-,o,-,-,-,-,-,-,-,-,-,-,-,q,-,-,-,-,-,o,-
udih1248,-,-,-,x,-,3,-,-,-,-,-,-,-,-,-,-,-,k,t,i,n,-,-,3,-
oroq1238,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,t,-,3,x,-,-,3,n
negi1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,3,s,-,k,i,-
kile1243,-,-,-,X,-,u,-,-,r,-,-,-,-,-,-,-,-,q,-,-,h,-,-,u,-
even1260,t,u,u,s,a,a,-,-,X,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
even1260,d,-,-,Z,-,i,-,-,l,-,-,-,-,N,e,m,e,t,-,-,-,-,-,-,-
even1260,d,-,-,Z,-,i,-,-,l,-,-,-,-,N,e,m,e,t,-,-,S,-,-,-,-
even1260,d,-,-,Z,-,e,-,-,l,-,-,-,-,N,e,m,e,t,-,-,-,-,-,-,-
even1260,d,-,-,Z,-,e,-,-,l,-,-,-,-,N,e,m,e,t,-,-,S,-,-,-,-
even1260,-,-,-,m,-,e,-,-,l,-,-,u,-,N,-,-,-,t,-,-,S,-,-,i,-
even1260,-,-,-,-,-,i,i,X,r,q,u,u,X,n,-,-,-,-,-,-,-,-,-,-,-
manc1252,-,-,-,f,-,3,-,-,-,-,-,-,-,k,-,-,-,t,-,-,S,-,-,3,-
xibe1242,k,-,-,h,-,3,-,-,-,-,-,-,-,-,-,-,-,t,-,k,h,3,n,3,-
