language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
ulch1241,-,-,d,-,-,-,3,g,b,3,-,-
ulch1241,-,-,5,-,-,-,-,-,-,i,-,-
nana1257,-,-,5,-,i,x,3,l,y,i,-,-
nana1257,-,-,-,-,i,x,3,l,y,i,-,-
nana1257,-,-,n,-,i,x,3,l,-,i,-,-
orok1265,-,-,n,-,-,-,-,-,-,i,-,-
oroc1248,-,-,n,y,i,x,-,-,-,3,-,-
udih1248,-,-,N,-,i,x,-,-,y,i,-,-
oroq1238,l,a,N,-,-,-,-,-,-,e,-,-
negi1245,-,-,5,-,-,-,-,-,-,i,-,-
negi1245,-,-,n,-,-,-,-,-,-,i,-,-
kile1243,-,-,n,-,-,-,3,-,-,i,-,-
even1260,-,a,N,-,-,-,-,-,-,a,a,X
manc1252,-,-,n,-,-,-,3,-,-,i,-,-
xibe1242,-,-,l,-,-,-,-,-,-,i,-,-
