language,x1,x2,x3,x4,x5,x6,x7,x8
oroq1238,d,Z,-,u,-,-,r,-
hail1248,d,z,-,u,-,-,r,-
negi1245,d,Z,-,u,-,-,l,-
hiss1234,d,d,-,u,-,-,r,-
hiss1234,d,Z,-,3,-,-,r,-
hiss1234,d,d,-,u,-,-,r,-
ilim1234,d,d,-,u,-,-,r,3
nort3334,d,d,-,u,-,-,r,i
solo1263,d,Z,-,u,-,-,r,-
kuro1242,d,Z,-,u,-,-,-,-
kuro1242,d,Z,-,u,-,-,r,u
kuro1242,d,Z,-,u,-,-,r,-
nana1257,d,z,-,u,w,3,r,3
nana1257,d,z,-,u,-,-,-,-
nana1257,d,Z,w,u,w,3,r,-
nana1257,d,Z,w,u,w,3,-,-
ulch1241,d,Z,-,u,w,3,l,-
orok1265,d,-,-,u,-,-,-,-
orok1265,d,-,-,3,-,-,-,-
oroc1248,d,Z,-,u,-,-,-,-
udih1248,d,z,-,u,-,-,-,-
kile1243,t,S,-,u,-,-,r,u
even1260,d,Z,-,o,-,-,r,-
manc1252,d,Z,-,u,-,-,w,3
jurc1239,d,Z,-,u,-,-,w,3
xibe1242,d,Z,-,u,-,-,-,-
