language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
deni1241,m,-,a,t,s,h,o,d,i,n,i
deni1241,-,-,a,t,s,h,o,-,-,-,-
culi1244,m,-,a,t,s,h,o,d,i,n,i
culi1244,-,-,a,t,s,h,o,-,-,-,-
bana1307,-,-,a,-,s,-,o,-,-,-,-
jara1276,-,-,a,-,s,-,o,-,-,-,-
jama1261,-,-,a,-,s,-,o,-,-,-,-
paum1247,m,-,a,-,s,-,o,d,i,n,i
paum1247,7,a,a,-,s,-,o,-,-,-,-
suru1263,-,-,a,-,s,-,o,-,-,-,-
