language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
deni1241,k,-,-,a,r,i,b,a,-,-,h,a
deni1241,h,-,-,a,-,-,p,-,-,-,h,o
culi1244,k,-,-,a,r,i,b,E,-,-,h,E
culi1244,h,-,-,a,-,-,p,-,-,-,h,o
culi1244,t,-,-,o,-,-,m,-,-,-,-,i
bana1307,k,a,r,a,-,-,b,o,-,-,w,a
bana1307,-,-,-,a,-,-,p,o,-,-,-,-
jara1276,k,a,r,a,-,-,b,o,-,-,w,a
jara1276,-,-,-,a,-,-,p,o,-,-,-,-
jama1261,k,a,r,a,-,-,b,o,-,-,w,a
jama1261,-,-,-,a,-,-,p,o,-,-,-,-
paum1247,k,a,r,a,-,-,7,o,-,-,h,a
paum1247,-,-,-,-,-,-,p,o,-,-,p,o
suru1263,-,-,-,a,-,-,h,u,-,-,k,a
suru1263,k,-,-,a,-,-,r,o,k,o,b,a
