language,x1,x2,x3,x4
amar1274,w,e,y,a
deni1241,k,a,7,a
culi1244,k,a,r,i
bana1307,k,a,h,a
jara1276,k,a,h,a
jama1261,k,a,h,a
paum1247,k,a,-,i
suru1263,b,3,h,a
