language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
deni1241,-,-,m,a,d,-,-,o,-,-
deni1241,-,-,-,-,t,-,-,o,p,i
culi1244,-,-,m,a,d,-,-,o,-,-
culi1244,t,s,h,a,h,-,-,i,-,-
bana1307,-,-,m,a,d,-,-,-,-,i
bana1307,-,-,-,-,t,-,-,o,p,i
jara1276,-,-,m,a,t,-,-,-,-,i
jara1276,-,-,-,-,t,-,-,o,p,i
jara1276,-,-,-,-,s,-,-,a,-,i
jama1261,-,-,-,-,-,-,m,a,d,i
jama1261,-,-,-,-,t,-,-,o,p,i
jama1261,-,-,-,-,h,a,m,a,h,a
paum1247,-,-,-,-,h,-,-,a,m,a
suru1263,-,-,h,-,-,-,-,a,-,i
