language,x1,x2,x3,x4,x5,x6
deni1241,m,a,d,i,-,-
culi1244,m,a,d,i,h,a
jara1276,m,a,t,i,-,-
jama1261,m,a,d,i,-,-
suru1263,m,a,d,i,-,-
