language,x1,x2,x3,x4
deni1241,h,a,d,a
culi1244,h,a,d,a
bana1307,h,a,d,a
jara1276,h,a,t,a
jama1261,h,a,d,a
paum1247,h,a,d,a
suru1263,-,a,d,a
