language,x1,x2,x3,x4,x5,x6
deni1241,m,i,t,s,h,e
culi1244,m,i,t,s,h,E
bana1307,m,i,-,s,-,a
jara1276,m,i,-,s,-,a
jama1261,m,i,-,s,-,a
suru1263,m,i,-,s,-,i
