language,x1,x2,x3,x4,x5,x6,x7
kana1291,b,a,t,S,i,-,-
katu1276,b,a,t,S,i,-,-
kata1270,b,a,t,y,a,-,-
deni1241,b,a,d,-,o,-,-
culi1244,b,a,d,-,o,-,-
bana1307,b,a,d,-,o,-,e
jara1276,b,a,t,-,o,-,-
jama1261,b,a,t,-,o,-,-
suru1263,-,-,z,-,u,m,i
