language,x1,x2,x3,x4
deni1241,h,a,h,a
culi1244,h,a,h,a
bana1307,h,a,h,a
jara1276,h,a,h,a
jama1261,h,a,h,a
paum1247,h,a,h,a
suru1263,h,a,k,a
suru1263,h,a,k,a
