language,x1,x2,x3,x4,x5,x6,x7
kata1270,-,k,a,h,-,-,-
amar1274,-,h,a,k,-,-,-
deni1241,-,y,a,m,a,r,i
suru1263,u,d,a,-,-,-,-
arua1263,-,z,a,m,-,-,i
