language,x1,x2,x3,x4,x5,x6
deni1241,y,a,y,i,7,o
culi1244,y,a,y,i,-,o
bana1307,y,-,-,i,k,o
jara1276,y,-,-,i,k,o
jama1261,y,-,-,i,k,o
paum1247,k,a,b,i,n,a
suru1263,k,a,n,i,-,a
