language,x1,x2,x3,x4,x5,x6
deni1241,v,a,m,u,r,e
culi1244,w,e,p,-,-,e
bana1307,w,a,p,-,-,e
jara1276,w,a,p,-,-,e
jama1261,w,e,p,-,-,e
suru1263,w,a,b,-,-,3
