language,x1,x2,x3,x4,x5
cara1272,m,a,-,s,a
tuca1252,m,a,-,s,a
bara1380,m,a,t,S,a
tuyu1244,b,a,-,s,o
guan1269,m,a,-,h,a
tani1257,m,a,-,h,a
kore1283,p,a,-,-,i
sion1247,p,a,-,-,-
seco1241,p,a,-,-,i
orej1242,m,a,-,-,i
cube1242,m,a,-,h,a
