language,x1,x2,x3,x4
cara1272,5,a,s,a
tuca1252,s,a,n,a
bara1380,5,a,s,a
desa1247,s,a,n,a
guan1269,s,a,n,a
tani1257,h,a,h,a
kore1283,s,a,s,a
seco1241,s,a,s,a
cube1242,h,a,h,a
