language,x1,x2,x3,x4
tuca1252,y,a,g,e
tuyu1244,y,a,g,e
guan1269,y,a,k,a
kore1283,y,a,k,i
seco1241,s,a,k,i
orej1242,n,a,k,i
cube1242,h,a,h,3
