language,x1,x2,x3
kore1283,o,-,i
sion1247,o,-,i
tuca1253,o,-,-
seco1241,o,-,i
orej1242,o,-,i
cube1242,o,-,-
cara1272,o,t,i
bara1380,o,t,i
desa1247,o,t,i
tuyu1244,u,t,i
guan1269,-,t,i
jupu1235,o,t,i
