language,x1,x2,x3
kore1283,w,3,3
sion1247,w,-,3
tuca1253,w,u,3
seco1241,w,-,3
cube1242,b,u,3
cara1272,b,u,u
tuca1252,b,u,u
bara1380,b,u,u
desa1247,b,u,i
guan1269,b,u,u
tani1257,b,u,i
