language,x1,x2,x3,x4,x5
cara1272,-,a,k,-,e
tuca1252,-,a,k,-,e
bara1380,g,a,k,-,e
desa1247,g,a,k,-,i
tuyu1244,-,a,k,-,e
guan1269,-,-,k,-,a
tani1257,t,a,k,-,e
kore1283,t,a,k,h,e
sion1247,t,a,k,-,e
seco1241,t,a,k,-,e
orej1242,t,a,k,-,e
cube1242,t,a,k,-,e
