language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kore1283,m,3,-,s,a,n,3,k,h,o,n,a,-,-
sion1247,m,3,-,s,a,-,-,k,w,-,-,a,-,-
tuca1253,m,3,t,s,-,-,-,-,-,-,-,a,-,-
seco1241,m,3,-,s,-,-,-,-,-,-,-,a,r,u
orej1242,m,3,-,s,-,-,-,-,-,-,-,a,-,-
cube1242,m,3,-,h,-,-,-,-,-,-,-,a,-,-
cara1272,m,3,-,s,-,-,-,-,-,-,-,a,-,-
tuca1252,m,3,-,s,-,-,-,-,-,-,-,a,-,-
bara1380,m,3,-,-,-,-,-,-,-,-,-,a,-,-
desa1247,m,3,-,-,-,-,-,-,-,-,-,a,-,-
tuyu1244,m,3,-,-,-,-,-,-,-,-,-,a,-,-
guan1269,m,3,-,h,-,-,-,-,-,-,-,a,-,-
tani1257,m,i,-,h,-,-,-,-,-,-,-,a,-,-
cure1236,m,3,-,t,-,-,-,-,-,-,-,a,-,-
